OFFENCE_CODE,STATUTE_CODE,DESCRIPTION,SEVERITY_RANKING,ACTIVE_FLAG,EXPIRY_DATE,HO_CODE
CS00008,CS00,Obstruct person exercising power of entry / inspection,93,N,2014-07-05 00:00:00,196/62
CS00009,CS00,Fail without reasonable excuse to comply with any requirement re inspection of establishment / agency,93,N,2014-07-05 00:00:00,196/62
CS00010,CS00,With intent to deceive took / used title of social worker / a title so implying when not so registered,93,N,2014-07-05 00:00:00,196/62
CS00011,CS00,Act as child minder while disqualified from registration as a child minder,93,Y,,196/62
CS00012,CS00,Carry on / manage establishment / agency not registered under Part II of the Act - Reg previously cancelled,93,N,2014-07-05 00:00:00,196/62
PP05021,PP05,Contravene requirement re notification of information on potentially dangerous effects under this reg,93,N,2014-07-05 00:00:00,196/52
PP05022,PP05,Cause contravention of requirement re notification of information on potentially dangerous effects under this reg,93,N,2014-07-05 00:00:00,196/52
PP05023,PP05,Permit contravention of requirement re notification of information on potentially dangerous effects under this reg,93,N,2014-07-05 00:00:00,196/52
PP05024,PP05,Fail to make enquiries / a direction re duplication of experiments,93,N,2014-07-05 00:00:00,196/52
PP05025,PP05,Cause failure to make enquiries / a direction re duplication of experiments,93,N,2014-07-05 00:00:00,196/52
PP05026,PP05,Permit failure to make enquiries / a direction re duplication of experiments,93,N,2014-07-05 00:00:00,196/52
PP05027,PP05,Place on market a plant protection product when packaging fails to satisfy regs,93,N,2014-07-05 00:00:00,098/25
PP05028,PP05,Cause placing on market of a plant protection product when packaging fails to satisfy regs,93,N,2014-07-05 00:00:00,098/25
PP05029,PP05,Permit placing on market of a plant protection product when packaging fails to satisfy regs,93,N,2014-07-05 00:00:00,098/25
PP05030,PP05,Place on market a plant protection product when labelling fails to satisfy regs,93,N,2014-07-05 00:00:00,098/25
PP05031,PP05,Cause placing on market of a plant protection product when the labelling fails to satisfy regs,93,N,2014-07-05 00:00:00,098/25
PP05032,PP05,Permit placing on market of a plant protection product when the labelling fails to satisfy regs,93,N,2014-07-05 00:00:00,098/25
PP05033,PP05,Fail to comply with requirement under this reg re seizure / disposal of plant protection products,93,N,2014-07-05 00:00:00,098/25
PP05034,PP05,Cause failure to comply with requirement under this reg re seizure / disposal of plant protection products,93,N,2014-07-05 00:00:00,098/25
PP05035,PP05,Permit failure to comply with requirement under this reg re seizure / disposal of plant protection products,93,N,2014-07-05 00:00:00,098/25
PP05036,PP05,Knowingly/recklessly make false statement/fail disclose material in application for approval/extension/condition,93,N,2014-07-05 00:00:00,098/25
PP05037,PP05,Obstructs officer in the performance of any of his/her functions under reg 24,93,N,2014-07-05 00:00:00,196/52
PP05038,PP05,Fail comply with requirement made/direction given by an officer in the performance of functions under reg 24,93,N,2014-07-05 00:00:00,196/52
PP05039,PP05,Make false statement/intentionally fail to disclose material in information required by officer re reg 24 function,93,N,2014-07-05 00:00:00,196/52
PC02020,PC02,Conceal / disguise / convert / transfer / remove criminal property,93,Y,,038/01
PC02021,PC02,Acquire / use / possess criminal property,93,Y,,038/03
PU86120,PU86,Religious hatred - use threatening words / behaviour intending to stir up,93,Y,,066/45
PU86121,PU86,Religious hatred - display threatening written material intending to stir up,93,Y,,066/45
PU86122,PU86,Religious hatred - publish threatening written material to stir up,93,Y,,066/46
PU86123,PU86,Religious hatred - distribute threatening written material to stir up,93,Y,,066/46
PU86124,PU86,Religious hatred - present public performance of play intending to stir up,93,Y,,066/47
PU86125,PU86,Religious hatred - direct public performance of play intending to stir up,93,Y,,066/47
PU86126,PU86,Religious hatred - distribute recording of threatening visual images / sounds intending to stir up,93,Y,,066/48
PU86127,PU86,Religious hatred - show / play recording of threatening visual images / sounds intending to stir up,93,Y,,066/48
PU86128,PU86,Religious hatred - provide programme service involving threatening visual images / sounds intending to stir up,93,Y,,066/49
AA97013,AA97,Without written consent of authorised officer deface / obliterate / remove any paint / stamp / clip / tag on a animal,93,N,2018-04-16 00:00:00,091/69
AA97014,AA97,Engaged in rearing / production / treatment of animals intended for human consumption fail to keep records as required,93,Y,,091/69
AA97015,AA97,Owner of establishment of initial processing of animal products fail to keep such records as required,93,N,2018-04-16 00:00:00,091/69
AA97017,AA97,Fail to keep records in chronological order in relation to hormonal substances and beta-agonists,93,N,2018-04-16 00:00:00,091/69
AA97018,AA97,"Fail to keep records as req by reg 32(1), (2) or (3) in permanent and legible form and retain them for 3 year period",93,N,2018-04-16 00:00:00,091/69
AL06001,AL06,Contravene a prohibition on disclosure of information,93,N,2014-07-05 00:00:00,066/70
AL06002,AL06,Contravene a prohibition on dealing with funds / economic resources,93,N,2014-07-05 00:00:00,066/71
AL06003,AL06,Contravene a prohibition on making available funds / economic resources,93,N,2014-07-05 00:00:00,066/72
AL06004,AL06,Knowingly / intentionally participate in activities to circumvent an article 7 / 8 prohibition,93,N,2014-07-05 00:00:00,066/73
AL06005,AL06,Fail to comply with a condition attached to an article 7 / 9 exemption licence,93,N,2014-07-05 00:00:00,066/74
AL06006,AL06,Relevant institution fail comply with requirement to provide information to the Treasury,93,N,2014-07-05 00:00:00,125/76
AL06007,AL06,Refuse / fail to comply with a request to provide information / produce document to the Treasury,93,N,2014-07-05 00:00:00,125/77
AL06008,AL06,Knowingly / recklessly give any information / produce any document which is false in a material particular to Treasury,93,N,2014-07-05 00:00:00,066/75
AL06009,AL06,Wilfully obstructs the Treasury in the exercise of their powers under Schedule 1,93,N,2014-07-05 00:00:00,125/78
AL06010,AL06,With intent to evade a Schedule 1 provision destroy / mutilate /deface / conceal / remove a document,93,N,2014-07-05 00:00:00,066/76
AN81024,AN81,Keep / own animals in breach of a disqualification order made in Scotland under section 28F,118,Y,,195/99
AN81025,AN81,Deal in animals in breach of a disqualification order made in Scotland under section 28F,118,Y,,195/99
AN81026,AN81,Transport animals in breach of a disqualification order made in Scotland under s. 28F,118,Y,,195/99
AR55075,AR55,Use violence to a person whose duty it is to apprehend him,93,Y,,099/99
AW06001,AW06,Cause unnecessary suffering to a protected animal - Animal Welfare Act 2006,118,Y,,108/29
AW06002,AW06,Responsible person permit/fail to take steps to prevent unnecessary suffering to animal,118,Y,,108/29
AW06003,AW06,Carry out prohibited procedure on a protected animal,118,Y,,108/30
AW06004,AW06,Cause a prohibited procedure to be carried out on a protected animal,118,Y,,108/30
AW06005,AW06,Responsible person permit/fail to prevent carrying out of prohibited procedure on animal thereby causing unnecessary suffering,118,Y,,108/30
AW06006,AW06,Remove the whole/part of a dog's tail otherwise than for the purpose of medical treatment,118,Y,,108/31
AW06007,AW06,Cause another to remove whole/part of a dog's tail otherwise than for the purpose of medical treatment,118,Y,,108/31
AW06008,AW06,Permit/fail to prevent another to remove whole/part of a dog's tail otherwise than for the purpose of medical treatment,118,Y,,108/31
AW06009,AW06,Fail to take reasonable steps to secure that before a working dog is 3 months old it is certified as such,118,Y,,108/31
AW06010,AW06,Show dog at a public event the dog's tail has been wholly/partly removed and removal took place on/after the commencement day,118,Y,,108/31
AW06011,AW06,Knowingly give false information to a vet re giving of s 6 certificate,118,Y,,108/31
GM00007,GM00,Fail to deliver up a Greater Manchester Metrolink ticket for inspection,93,Y,,180/00
GM00008,GM00,Unauthorised sale / attempt sale of a Greater Manchester Metrolink ticket,122,Y,,180/00
GM00009,GM00,Unauthorised purchase / attempt purchase of a Greater Manchester Metrolink ticket,93,Y,,180/00
GM00010,GM00,Unauthorised transfer/attempt transfer of a Greater Manchester Metrolink ticket,93,Y,,180/00
GM00011,GM00,Unauthorised receiving/attempt receiving of a Greater Manchester Metrolink partly used ticket,93,Y,,180/00
LR01054,LR01,Fail to have in possession written permission to engage in activity - London regional transport railway network,125,Y,,
LR01055,LR01,Fail to comply with condition in written permission to engage in activity - London regional transport railway network,125,Y,,
LR01056,LR01,Person under the age of 16 years smoke on the London regional transport railway network,125,N,2014-07-05 00:00:00,
TR10017,TR10,Access / exit by unofficial route on the Transport for London regional railway network,93,Y,,
TR68132,TR68,13 hours or more working,93,Y,,811/02
AA06014,AA06,Import an animal and fail to comply with the regulations,,Y,,099/96
AA06015,AA06,Importer of an animal fail to comply with the regulations,,Y,,099/96
AA06016,AA06,Delaying the slaughter of an animal following importation,,Y,,099/96
AA06017,AA06,Fail to comply with a notice as to slaughter,,Y,,099/96
AA06018,AA06,Transport animals without documentation,,Y,,099/96
AA06019,AA06,Deliver animal / animal product to address not in documentation,,Y,,099/96
AA06020,AA06,Fail to comply with notice as to delivery of an animal / animal product,,Y,,099/96
AA06021,AA06,Dealer in animals fail to comply with regulations,,Y,,099/96
AA06022,AA06,Dealer in animals fail to comply with notice to register,,Y,,099/96
AA06023,AA06,Fail to keep records,,Y,,099/96
AA06024,AA06,Consignee fail to comply with duties,,Y,,099/96
AA06025,AA06,Assembly centre operator fail to comply with regulations,,Y,,099/96
AA06026,AA06,Veterinary surgeon fail to comply with duties,,Y,,099/96
AA06027,AA06,Veterinary surgeon fail to notify incorrect certification,,Y,,099/96
AA06028,AA06,Fail to comply with notice from inspector as to disease control,,Y,,099/96
AA06029,AA06,Import an animal in contravention of the regulations,,Y,,099/96
AA06030,AA06,Delay slaughter of imported animal,,Y,,099/96
AA06031,AA06,Fail to comply with a notice to slaughter,,Y,,099/96
AA06032,AA06,Import an animal at an unauthorised place,,Y,,099/96
AA06033,AA06,Fail to comply with a notice to detain and isolate an animal,,Y,,099/96
AA06034,AA06,Fail to comply with a notice to slaughter / destroy an animal imported at an unauthorised place,,Y,,099/96
AA06035,AA06,Fail to convey a captive bird from inspection to quarantine,,Y,,099/96
AA06036,AA06,Unlawful removal of an animal from inspection or quarantine,,Y,,099/96
AA06037,AA06,Unauthorised entry to quarantine centre / facility,,Y,,099/96
MA55007,MA55,Smoke / bring / light a naked light in where prohibited by notice within Manchester International Airport,93,Y,,
MA55008,MA55,Smoke / bring a naked light within 50 ft of an aircraft / fuel / explosive store at Manchester International Airport,93,Y,,
MA55009,MA55,Do an act to cause / intend to cause an outbreak of fire within Manchester International Airport,93,Y,,
MA55010,MA55,Throw / leave / drop article capable of causing injury to a person / property on Manchester International Airport,93,Y,,
MA55011,MA55,Climb a wall / fence / barrier / railing / post within Manchester International Airport,125,Y,,
MA55012,MA55,Give a false fire / ambulance call within Manchester International Airport,125,Y,,
MA55013,MA55,Fail put aircraft in place / position appointed by airport director / authorised person Manchester International Airport,125,Y,,
MA55014,MA55,Fail to moor / secure / aircraft which was not in a hanger within Manchester International Airport,125,Y,,
MA55015,MA55,Drive / place vehicle carelessly / dangerously / without due consideration within Manchester International Airport,125,Y,,195/45
TR68179,TR68,Drive a vehicle for more than 9 hours in a daily driving period - EC,93,Y,,811/02
TR68332,TR68,Driver take less than 43 but more than 42 hrs consecutive hrs weekly rest period after 6 daily driving periods - AETR,93,Y,,811/02
